record_id,standard_code,record_type,title,machine_extraction_status,excerpt_count,reference_labels,extracted_text,issues,reviewer_decision,reviewer_notes
L2|6.1.4.3|L2-CES1-10|22,JR/T 0072—2020,measurement-unit,L2-CES1-10 测评单元,Extracted,1,L2-CES1-10,"测评单元（L2-CES1-10）
该测评单元包括以下要求：
a)   测评指标： 审计记录应包括事件的日期和时间、 用户、事件类型、事件是否成功及其他与审计相关的信息。
b)   测评对象： 终端和服务器等设备中的操作系统（包括宿主机和虚拟机操作系统） 、 网络设备（包括虚拟网络设备） 、 安全设备（包括虚拟安全设备） 、 移动终端、 移动终端管理系统、 移动终端管理客户端、感知节点设备、 网关节点设备、控制设备、业务应用系统、 数据库管理系统、 中间件和系统管理软件及系统设计文档等。
c)   测评实施： 应核查审计记录信息是否包括事件的日期和时间、用户、事件类型、事件是否成功及其他与审计相关的信息。
d)   单元判定： 如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。",,,
L2|6.1.4.3|L2-CES1-11|23,JR/T 0072—2020,measurement-unit,L2-CES1-11 测评单元,Extracted,1,L2-CES1-11,"测评单元（L2-CES1-11）
该测评单元包括以下要求：
a)   测评指标： 应对审计记录进行保护，定期备份，避免受到未预期的删除、修改或覆盖等，审计记录保存时间应不少于 6 个月 。（F2）
b)   测评对象： 终端和服务器等设备中的操作系统（包括宿主机和虚拟机操作系统） 、 网络设备（包括虚拟网络设备） 、 安全设备（包括虚拟安全设备） 、 移动终端、 移动终端管理系统、 移动终端管理客户端、感知节点设备、 网关节点设备、控制设备、业务应用系统、 数据库管理系统、 中间件和系统管理软件及系统设计文档等。
c)   测评实施包括以下内容：
1)   应核查是否采取了保护措施对审计记录进行保护。
2)   应核查是否采取技术措施对审计记录进行定期备份，并核查其备份策略。
3)   应核查审计记录保存时间是否不少于 6 个月。
d)   单元判定： 如果 1）～3）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。",,,
L2|6.1.4.3|L2-CES1-12|23,JR/T 0072—2020,measurement-unit,L2-CES1-12 测评单元,Extracted,1,L2-CES1-12,"测评单元（L2-CES1-12）
该测评单元包括以下要求：
a)   测评指标： 审计记录产生时的时间应由系统范围内唯一确定的时钟产生， 以确保审计分析的一致性与正确性 。（F2）
b)   测评对象： 时钟服务器、 终端和服务器等设备中的操作系统（包括宿主机和虚拟机操作系统） 、网络设备（包括虚拟网络设备） 、 安全设备（包括虚拟安全设备） 、移动终端、 移动终端管理系统、 移动终端管理客户端、 感知节点设备、 网关节点设备、控制设备、业务应用系统、 数据库管理系统、 中间件和系统管理软件及系统设计文档等。
c)   测评实施包括以下内容：
1)   应核查是否具有唯一确定的时钟同步服务器。
2)   应核查系统的时间与时钟同步服务器时间是否一致。
d)   单元判定：如果 1）和 2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。",,,
L2|6.1.4.4|L2-CES1-13|23,JR/T 0072—2020,measurement-unit,L2-CES1-13 测评单元,Extracted,1,L2-CES1-13,"测评单元（L2-CES1-13）
该测评单元包括以下要求：
a)   测评指标： 应遵循最小安装的原则，仅安装需要的组件和应用程序。
b)   测评对象： 终端和服务器等设备中的操作系统（包括宿主机和虚拟机操作系统） 、 网络设备（包括虚拟网络设备） 、 安全设备（包括虚拟安全设备） 、 移动终端、 移动终端管理系统、 移动终端管理客户端、 感知节点设备、 网关节点设备和控制设备等。
c)   测评实施包括以下内容：
1)   应核查是否遵循最小安装原则。
2)   应核查是否未安装非必要的组件和应用程序。
d)   单元判定：如果 1）和 2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。",,,
L2|6.1.4.4|L2-CES1-14|24,JR/T 0072—2020,measurement-unit,L2-CES1-14 测评单元,Extracted,1,L2-CES1-14,"测评单元（L2-CES1-14）
该测评单元包括以下要求：
a)   测评指标： 应关闭不需要的系统服务、 默认共享和高危端口。
b)   测评对象： 终端和服务器等设备中的操作系统（包括宿主机和虚拟机操作系统） 、 网络设备（包括虚拟网络设备） 、 安全设备（包括虚拟安全设备） 、 移动终端、 移动终端管理系统、 移动终端管理客户端、 感知节点设备、 网关节点设备和控制设备等。
c)   测评实施包括以下内容：
1)   应核查是否关闭了非必要的系统服务和默认共享。
2)   应核查是否不存在非必要的高危端口。
d)   单元判定：如果 1）和 2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。",,,
L2|6.1.4.4|L2-CES1-15|24,JR/T 0072—2020,measurement-unit,L2-CES1-15 测评单元,Extracted,1,L2-CES1-15,"测评单元（L2-CES1-15）
该测评单元包括以下要求：
a)   测评指标： 应通过设定终端接入方式或网络地址范围对通过网络进行管理的管理终端进行限制。
b)   测评对象： 终端和服务器等设备中的操作系统（包括宿主机和虚拟机操作系统） 、 网络设备（包括虚拟网络设备） 、 安全设备（包括虚拟安全设备） 、 移动终端、 移动终端管理系统、 移动终端管理客户端、 感知节点设备、 网关节点设备和控制设备等。
c)   测评实施： 应核查配置文件或参数是否对终端接入范围进行限制。
d)   单元判定： 如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。",,,
L2|6.1.4.4|L2-CES1-17|24,JR/T 0072—2020,measurement-unit,L2-CES1-17 测评单元,Extracted,1,L2-CES1-17,"测评单元（L2-CES1-17）
该测评单元包括以下要求：
a)   测评指标： 应能发现可能存在的已知漏洞，并在经过充分测试评估后，及时修补漏洞。
b)   测评对象： 终端和服务器等设备中的操作系统（包括宿主机和虚拟机操作系统） 、 网络设备（包括虚拟网络设备） 、 安全设备（包括虚拟安全设备） 、 移动终端、 移动终端管理系统、 移动终端管理客户端、感知节点设备、 网关节点设备、控制设备、控制设备、业务应用系统、 数据库管理系统、 中间件和系统管理软件等。
c)   测评实施包括以下内容：
1)   应核查是否不存在高风险漏洞，如通过漏洞扫描、渗透测试等方式。
2)   应核查是否在经过充分测试评估后及时修补漏洞。
d)   单元判定：如果 1）和 2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。",,,
L2|6.1.4.4|L2-CES1-18|24,JR/T 0072—2020,measurement-unit,L2-CES1-18 测评单元,Extracted,1,L2-CES1-18,"测评单元（L2-CES1-18）
该测评单元包括以下要求：
a)   测评指标：应能够检测到对重要节点进行入侵的行为，并在发生严重入侵事件时提供报警 。（F2）
b)   测评对象： 终端和服务器等设备中的操作系统（包括宿主机和虚拟机操作系统） 、 网络设备（包括虚拟网络设备） 、 安全设备（包括虚拟安全设备） 、 移动终端、 移动终端管理系统、 移动终端管理客户端、感知节点设备、 网关节点设备、控制设备、控制设备、业务应用系统、 数据库管理系统、 中间件和系统管理软件等。
c)   测评实施包括以下内容：
1)   应核查是否采取技术措施对重要节点进行入侵检测。
2)   应核查是否能对严重入侵事件进行报警，如通过声音、 邮件、 短信等方式。
d)   单元判定：如果 1）和 2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。",,,
L2|6.1.4.4|L2-CES1-19|25,JR/T 0072—2020,measurement-unit,L2-CES1-19 测评单元,Extracted,1,L2-CES1-19,"测评单元（L2-CES1-19）
该测评单元包括以下要求：
a)   测评指标： 所有安全计算环境设备应全部专用化，不得进行与业务不相关的操作 。（F2）
b)   测评对象： 终端和服务器等设备中的操作系统（包括宿主机和虚拟机操作系统） 、 网络设备（包括虚拟网络设备） 、 安全设备（包括虚拟安全设备） 、 移动终端、 移动终端管理系统、 移动终端管理客户端、感知节点设备、 网关节点设备、控制设备、业务应用系统、 数据库管理系统、 中间件和系统管理软件等。
c)   测评实施包括以下内容：
1)   应核查各安全计算环境设备的业务用途是否专用化。
2)   应核查各安全计算环境设备是否未进行过与业务用途不相关的操作。
d)   单元判定：如果 1）和 2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。",,,
L2|6.1.4.9|L2-CES1-25|26,JR/T 0072—2020,measurement-unit,L2-CES1-25 测评单元,Extracted,1,L2-CES1-25,"测评单元（L2-CES1-25）
该测评单元包括以下要求：
a)   测评指标： 应提供重要数据的本地数据备份与恢复功能。
b)   测评对象： 业务系统、 网络设备，操作系统、 数据库等配置数据。
c)   测评实施包括以下内容：
1)   应核查是否按照备份策略进行本地备份。
2)   应核查备份策略设置是否合理、配置是否正确。
3)   应核查备份结果是否与备份策略一致。
4)   应核查近期恢复测试记录是否能够进行正常的数据恢复。
d)   单元判定： 如果 1）～4）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。",,,
L2|6.1.4.9|L2-CES1-26|26,JR/T 0072—2020,measurement-unit,L2-CES1-26 测评单元,Extracted,1,L2-CES1-26,"测评单元（L2-CES1-26）
该测评单元包括以下要求：
a)   测评指标： 应提供异地数据备份功能，利用通信网络将重要数据定时批量传送至备用场地。
b)   测评对象： 配置数据和业务数据。
c)   测评实施： 应核查是否提供异地数据备份功能，并通过通信网络将重要配置数据、 重要业务数据定时批量传送至备份场地。
d)   单元判定： 如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。",,,
L2|6.1.5.1|L2-SMC1-01|29,JR/T 0072—2020,measurement-unit,L2-SMC1-01 测评单元,Extracted,1,L2-SMC1-01,"测评单元（L2-SMC1-01）
该测评单元包括以下要求：
a)   测评指标： 应对系统管理员进行身份鉴别， 只允许其通过特定的命令或操作界面进行系统管理操作，并对这些操作进行审计。
b)   测评对象： 提供集中系统管理功能的系统。
c)   测评实施包括以下内容：
1)   应核查是否对系统管理员进行身份鉴别。
2)   应核查是否只允许系统管理员通过特定的命令或操作界面进行系统管理操作。
3)   应核查是否对系统管理的操作进行审计。
d)   单元判定： 如果 1）～3）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。",,,
L2|6.1.5.1|L2-SMC1-02|29,JR/T 0072—2020,measurement-unit,L2-SMC1-02 测评单元,Extracted,1,L2-SMC1-02,"测评单元（L2-SMC1-02）
该测评单元包括以下要求：
a)   测评指标： 应通过系统管理员对系统的资源和运行进行配置、控制和管理，包括用户身份、 系统资源配置、 系统加载和启动、 系统运行的异常处理、数据和设备的备份与恢复等。
b)   测评对象： 提供集中系统管理功能的系统。
c)   测评实施： 应核查是否通过系统管理员对系统的资源和运行进行配置、控制和管理，包括用户身份、 系统资源配置、 系统加载和启动、 系统运行的异常处理、数据和设备的备份与恢复等。
d)   单元判定： 如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。",,,
L2|6.1.5.1|L2-SMC1-03|29,JR/T 0072—2020,measurement-unit,L2-SMC1-03 测评单元,Extracted,1,L2-SMC1-03,"测评单元（L2-SMC1-03）
该测评单元包括以下要求：
a)   测评指标： 应每月对设备的配置文件进行备份，发生变动时应及时备份 。（F2）
b)   测评对象： 提供集中系统管理功能的系统。
c)   测评实施包括以下内容：
1)   应核查是否每月对设备的配置文件进行备份。
2)   应核查系统发生变动时是否及时备份。
d)   单元判定：如果 1）和 2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。",,,
L2|6.1.5.1|L2-SMC1-04|30,JR/T 0072—2020,measurement-unit,L2-SMC1-04 测评单元,Extracted,1,L2-SMC1-04,"测评单元（L2-SMC1-04）
该测评单元包括以下要求：
a)   测评指标： 应定期对设备运行状况进行监测 。（F2）
b)   测评对象： 系统管理员、监测记录。
c)   测评实施： 应核查是否定期对设备运行状况进行监测。
d)   单元判定： 如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。",,,
L2|6.1.5.1|L2-SMC1-05|30,JR/T 0072—2020,measurement-unit,L2-SMC1-05 测评单元,Extracted,1,L2-SMC1-05,"测评单元（L2-SMC1-05）
该测评单元包括以下要求：
a)   测评指标： 应定期检验设备的软件版本信息，并留存记录 。（F2）
b)   测评对象： 系统管理员、测试验证记录。
c)   测评实施： 应核查是否对设备的版本进行定期更新，并核查测试验证记录，判断是否定期对版本进行有效测试验证。
d)   单元判定： 如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。",,,
L2|6.1.5.1|L2-SMC1-06|30,JR/T 0072—2020,measurement-unit,L2-SMC1-06 测评单元,Extracted,1,L2-SMC1-06,"测评单元（L2-SMC1-06）
该测评单元包括以下要求：
a)   测评指标： 应提供数据备份与恢复功能，增量数据备份至少每天一次 。（F2）
b)   测评对象： 提供集中系统管理功能的系统。
c)   测评实施：
1)   应核查是否提供数据备份与恢复功能。
2)   应核查增量数据备份是否至少每天一次。
d)   单元判定：如果 1）和 2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。",,,
L2|6.1.5.2|L2-SMC1-07|30,JR/T 0072—2020,measurement-unit,L2-SMC1-07 测评单元,Extracted,1,L2-SMC1-07,"测评单元（L2-SMC1-07）
该测评单元包括以下要求：
a)   测评指标： 应对审计管理员进行身份鉴别， 只允许其通过特定的命令或操作界面进行安全审计操作，并对这些操作进行审计。
b)   测评对象： 综合安全审计系统、 数据库审计系统等提供集中审计功能的系统。
c)   测评实施包括以下内容：
1)   应核查是否对审计管理员进行身份鉴别。
2)   应核查是否只允许审计管理员通过特定的命令或操作界面进行安全审计操作。
3)   应核查是否对审计管理员的操作进行审计。
d)   单元判定： 如果 1）～3）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。",,,
L2|6.1.5.2|L2-SMC1-08|30,JR/T 0072—2020,measurement-unit,L2-SMC1-08 测评单元,Extracted,1,L2-SMC1-08,"测评单元（L2-SMC1-08）
该测评单元包括以下要求：
a)   测评指标： 应通过审计管理员对审计记录进行分析，并根据分析结果进行处理，包括根据安全审计策略对审计记录进行存储、 管理和查询等。
b)   测评对象： 综合安全审计系统、 数据库审计系统等提供集中审计功能的系统。
c)   测评实施： 应核查是否通过审计管理员对审计记录进行分析，并根据分析结果进行处理，包括根据安全审计策略对审计记录进行存储、 管理和查询等。
d)   单元判定： 如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。",,,
L2|6.2.2.1|L2-CNS2-02|60,JR/T 0072—2020,measurement-unit,L2-CNS2-02 测评单元,Extracted,1,L2-CNS2-02,"测评单元（L2-CNS2-02）
该测评单元包括以下要求：
a)   测评指标： 应实现不同云服务客户虚拟网络之间的隔离。
b)   测评对象： 网络资源隔离措施、 综合网管系统和云管理平台。
c)   测评实施包括以下内容：
1)   应核查云服务客户之间是否采取网络隔离措施。
2)   应核查云服务客户之间是否设置并启用网络资源隔离策略。
d)   单元判定： 如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。",,,
L2|6.2.2.1|L2-CNS2-03|60,JR/T 0072—2020,measurement-unit,L2-CNS2-03 测评单元,Extracted,1,L2-CNS2-03,"测评单元（L2-CNS2-03）
该测评单元包括以下要求：
a)   测评指标： 应具有根据云服务客户业务需求提供通信传输、边界防护、入侵防范等安全机制的能力。
b)   测评对象： 防火墙、入侵检测系统等安全设备或相关组件。
c)   测评实施包括以下内容：
1)   应核查云计算平台是否具备为云服务客户提供通信传输、边界防护、入侵防范等安全防护机制的能力。
2)   应核查上述安全防护机制是否满足云服务客户的业务需求。
d)   单元判定： 如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。",,,
L2|6.2.3.1|L2-ABS2-01|61,JR/T 0072—2020,measurement-unit,L2-ABS2-01 测评单元,Extracted,1,L2-ABS2-01,"测评单元（L2-ABS2-01）
该测评单元包括以下要求：
a)   测评指标： 应在虚拟化网络边界部署访问控制机制，并设置访问控制规则。
b)   测评对象： 访问控制机制、 网络边界设备和虚拟化网络边界设备。
c)   测评实施包括以下内容：
1)   应核查是否在虚拟化网络边界部署访问控制机制，并设置访问控制规则。
2)   应核查是否设置了云计算平台和云服务客户业务系统虚拟化网络边界访问控制规则和访问控制策略等。
3)   应核查是否设置了云计算平台的网络边界设备或虚拟化网络边界设备安全保障机制、访问控制规则和访问控制策略等。
4)   应核查是否设置了不同云服务客户间访问控制规则和访问控制策略等。
5)   应核查是否设置了云服务客户不同安全保护等级业务系统之间访问控制规则和访问控制策略等。
d)   单元判定： 如果1） ～5）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。",,,
L2|6.2.3.1|L2-ABS2-02|61,JR/T 0072—2020,measurement-unit,L2-ABS2-02 测评单元,Extracted,1,L2-ABS2-02,"测评单元（L2-ABS2-02）
该测评单元包括以下要求：
a)   测评指标： 应在不同等级的网络区域边界部署访问控制机制，设置访问控制规则。
b)   测评对象： 访问控制机制、 网络边界设备和虚拟化网络边界设备。
c)   测评实施包括以下内容：
1)   应核查是否在不同等级的网络区域边界部署访问控制机制，设置访问控制规则。
2)   应核查不同安全等级网络区域边界的访问控制规则和访问控制策略是否有效。
d)   单元判定： 如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。",,,
L2|6.2.3.2|L2-ABS2-03|61,JR/T 0072—2020,measurement-unit,L2-ABS2-03 测评单元,Extracted,1,L2-ABS2-03,"测评单元（L2-ABS2-03）
该测评单元包括以下要求：
a)   测评指标： 应能检测到云服务客户发起的网络攻击行为，并能记录攻击类型、 攻击时间、 攻击流量等。
b)   测评对象：抗APT攻击系统、网络回溯系统、威胁情报检测系统、抗DDoS攻击系统和入侵保护系统或相关组件。
c)   测评实施包括以下内容：
1)   应核查是否采取了入侵防范措施对网络入侵行为进行防范，如部署抗 APT 攻击系统、 网络回溯系统和网络入侵保护系统等入侵防范设备或相关组件。
2)   应核查部署的抗 APT 攻击系统、 网络入侵保护系统等入侵防范设备或相关组件的规则库升级方式，核查规则库是否进行及时更新。
3)   应核查部署的抗 APT 攻击系统、 网络入侵保护系统等入侵防范设备或相关组件是否具备异常流量、 大规模攻击流量、 高级持续性攻击的检测功能， 以及报警功能和清洗处置功能。
4)   应核查抗 APT 攻击系统、网络入侵保护系统等入侵防范设备或相关组件是否具有对 SQL 注入、跨站脚本等攻击行为的发现和阻断能力。
5)   应核查抗 APT 攻击系统、 网络入侵保护系统等入侵防范设备或相关组件是否能够检测出具有恶意行为、过分占用计算资源和带宽资源等恶意行为的虚拟机。
6)   应核查云管理平台对云服务客户攻击行为的防范措施，核查是否能够对云服务客户的网络攻击行为进行记录，记录应包括攻击类型、 攻击时间和攻击流量等内容。
7)   应核查云管理平台或入侵防范设备是否能够对云计算平台内部发起的恶意攻击或恶意外连行为进行限制，核查是否能够对内部行为进行监控。
8)   通过对外攻击发生器伪造对外攻击行为，核查云租户的网络攻击日志，确认是否正确记录相应的攻击行为，攻击行为日志记录是否包含攻击类型、攻击时间、攻击者 IP 和攻击流量规模等内容。
9)   应核查运行虚拟机监控器（VMM）和云管理平台软件的物理主机，确认其安全加固手段是否能够避免或减少虚拟化共享带来的安全漏洞。
d)   单元判定： 如果1） ～9）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。",,,
L2|6.2.3.2|L2-ABS2-04|62,JR/T 0072—2020,measurement-unit,L2-ABS2-04 测评单元,Extracted,1,L2-ABS2-04,"测评单元（L2-ABS2-04）
该测评单元包括以下要求：
a)   测评指标： 应能检测到对虚拟网络节点的网络攻击行为，并能记录攻击类型、 攻击时间、 攻击流量等。
b)   测评对象：抗APT攻击系统、网络回溯系统、威胁情报检测系统、抗DDoS攻击系统和入侵保护系统或相关组件。
c)   测评实施包括以下内容：
1)   应核查是否部署网络攻击行为检测设备或相关组件对虚拟网络节点的网络攻击行为进行防范，并能记录攻击类型、攻击时间、 攻击流量等。
2)   应核查网络攻击行为检测设备或相关组件的规则库是否为最新。
d)   单元判定： 如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。",,,
L2|6.2.3.2|L2-ABS2-05|62,JR/T 0072—2020,measurement-unit,L2-ABS2-05 测评单元,Extracted,1,L2-ABS2-05,"测评单元（L2-ABS2-05）
该测评单元包括以下要求：
a)   测评指标： 应能检测到虚拟机与宿主机、 虚拟机与虚拟机之间的异常流量。
b)   测评对象：虚拟机、宿主机、抗APT攻击系统、 网络回溯系统、威胁情报检测系统、抗DDoS攻击系统和入侵保护系统或相关组件。
c)   测评实施： 应核查是否具备虚拟机与宿主机之间、 虚拟机与虚拟机之间的异常流量的检测功能。
d)   单元判定： 如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。",,,
L2|6.2.3.3|L2-ABS2-06|62,JR/T 0072—2020,measurement-unit,L2-ABS2-06 测评单元,Extracted,1,L2-ABS2-06,"测评单元（L2-ABS2-06）
该测评单元包括以下要求：
a)   测评指标： 应对云服务商和云服务客户在远程管理时执行的特权命令进行审计，至少包括虚拟机删除、虚拟机重启。
b)   测评对象： 堡垒机和相关组件。
c)   测评实施： 应核查云服务商（含第三方运维服务商）和云服务客户在远程管理时执行的远程特权命令是否有相关审计记录。
d)   单元判定： 如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。",,,
L2|6.2.3.3|L2-ABS2-07|63,JR/T 0072—2020,measurement-unit,L2-ABS2-07 测评单元,Extracted,1,L2-ABS2-07,"测评单元（L2-ABS2-07）
该测评单元包括以下要求：
a)   测评指标： 应保证云服务商对云服务客户系统和数据的操作可被云服务客户审计。
b)   测评对象： 综合审计系统或相关组件。
c)   测评实施： 应核查是否能够保证云服务商对云服务客户系统和数据的操作（如增、删、 改、 查等操作）可被云服务客户审计。
d)   单元判定： 如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。",,,
L2|6.3.2.1|L2-CNS3-01|67,JR/T 0072—2020,measurement-unit,L2-CNS3-01 测评单元,Extracted,1,L2-CNS3-01,"测评单元（L2-CNS3-01）
该测评单元包括以下要求：
a)   测评指标： 应在移动终端与服务器之间建立安全的信息传输通道 ，并进行双向认证 ，例如使用有效安全版本的 TLS 或 IPSec 等协议 。（F2）
b)   测评对象： 路由器、 交换机、 无线接入设备和防火墙等提供网络通信功能的设备或相关组件的协议。
c)   测评实施： 应劫持移动端与服务器之间传输协议，核查是否进行双向认证、传输协议类型和版本是否安全。
d)   单元判定： 如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。",,,
L2|6.3.3.1|L2-ABS3-01|67,JR/T 0072—2020,measurement-unit,L2-ABS3-01 测评单元,Extracted,1,L2-ABS3-01,"测评单元（L2-ABS3-01）
该测评单元包括以下要求：
a)   测评指标： 应保证有线网络与无线网络边界之间的访问和数据流通过无线接入网关设备。
b)   测评对象： 无线接入网关设备。
c)   测评实施： 应核查有线网络与无线网络边界之间是否部署无线接入网关设备。
d)   单元判定： 如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。",,,
L2|6.3.3.3|L2-ABS3-03|68,JR/T 0072—2020,measurement-unit,L2-ABS3-03 测评单元,Extracted,1,L2-ABS3-03,"测评单元（L2-ABS3-03）
该测评单元包括以下要求：
a)   测评指标： 应能够检测到非授权无线接入设备和非授权移动终端的接入行为。
b)   测评对象： 终端准入控制系统、 移动终端管理系统或相关组件。
c)   测评实施： 应核查是否能够检测非授权无线接入设备和移动终端的接入行为。
d)   单元判定： 如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。",,,
L2|6.3.3.3|L2-ABS3-04|68,JR/T 0072—2020,measurement-unit,L2-ABS3-04 测评单元,Extracted,1,L2-ABS3-04,"测评单元（L2-ABS3-04）
该测评单元包括以下要求：
a)   测评指标： 应能够检测到针对无线接入设备的网络扫描、DDoS 攻击、密钥破解、 中间人攻击和欺骗攻击等行为。
b)   测评对象： 入侵保护系统或相关组件。
c)   测评实施包括以下内容：
1)   应核查是否能够对网络扫描、DDoS 攻击、密钥破解、中间人攻击和欺骗攻击等行为进行检测。
2)   应核查规则库版本是否及时更新。
d)   单元判定：如果 1）和 2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。",,,
L2|6.3.3.3|L2-ABS3-05|68,JR/T 0072—2020,measurement-unit,L2-ABS3-05 测评单元,Extracted,1,L2-ABS3-05,"测评单元（L2-ABS3-05）
该测评单元包括以下要求：
a)   测评指标： 应能够检测到无线接入设备的SSID 广播、WPS 等高风险功能的开启状态。
b)   测评对象： 无线接入设备或相关组件。
c)   测评实施： 应核查是否能够检测无线接入设备的SSID 广播、WPS 等高风险功能的开启状态。
d)   单元判定： 如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。",,,
L2|6.3.3.3|L2-ABS3-06|68,JR/T 0072—2020,measurement-unit,L2-ABS3-06 测评单元,Extracted,1,L2-ABS3-06,"测评单元（L2-ABS3-06）
该测评单元包括以下要求：
a)   测评指标： 应禁用无线接入设备和无线接入网关存在风险的功能，如： SSID 广播、WEP 认证等。
b)   测评对象： 无线接入设备和无线接入网关设备。
c)   测评实施： 应核查是否关闭了SSID 广播、WEP 认证等存在风险的功能。
d)   单元判定： 如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。",,,
L2|6.3.3.3|L2-ABS3-07|68,JR/T 0072—2020,measurement-unit,L2-ABS3-07 测评单元,Extracted,1,L2-ABS3-07,"测评单元（L2-ABS3-07）
该测评单元包括以下要求：
a)   测评指标： 应禁止多个 AP 使用同一个鉴别密钥。
b)   测评对象： 无线接入设备。
c)   测评实施： 应核查是否分别使用了不同的鉴别密钥。
d)   单元判定： 如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。",,,
L2|6.4.2.1|L2-ABS4-01|72,JR/T 0072—2020,measurement-unit,L2-ABS4-01 测评单元,Extracted,1,L2-ABS4-01,"测评单元（L2-ABS4-01）
该测评单元包括以下要求：
a)   测评指标： 应保证只有授权的感知节点可以接入。
b)   测评对象： 感知节点设备和设计文档。
c)   测评实施包括以下内容：
1)   应核查感知节点设备接入机制设计文档是否包括防止非法的感知节点设备接入网络的机制以及身份鉴别机制的描述。
2)   应对边界和感知层网络进行渗透测试，测试验证是否不存在绕过白名单或相关接入控制措施以及身份鉴别机制的方法。
d)   单元判定：如果 1）和 2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。",,,
L2|6.4.2.1|L2-ABS4-02|72,JR/T 0072—2020,measurement-unit,L2-ABS4-02 测评单元,Extracted,1,L2-ABS4-02,"测评单元（L2-ABS4-02）
该测评单元包括以下要求：
a)   测评指标： 每个感知节点和感知网关节点应具备传感网络中唯一标识，且该标识不应被非授权访问所篡改 。（F2）
b)   测评对象： 感知节点和感知网关节点设备的功能和系统设计文档、产品白皮书。
c)   测评实施包括以下内容：
1)   应核查感知节点和感知网关节点设备的功能和系统设计文档、产品白皮书，是否可创建永久唯一标识符。
2)   应核查感知节点和感知网关节点设备，创建的传感网络中唯一标识是否不可被非授权访问所篡改。
d)   单元判定：如果 1）和 2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。",,,
L2|6.4.2.1|L2-ABS4-03|73,JR/T 0072—2020,measurement-unit,L2-ABS4-03 测评单元,Extracted,1,L2-ABS4-03,"测评单元（L2-ABS4-03）
该测评单元包括以下要求：
a)   测评指标： 具有指令接收功能的感知节点设备 ，应保证只有授权过的系统 、 终端可以对感知节点下发指令 。（F2）
b)   测评对象： 感知节点设备和设计文档。
c)   测评实施包括以下内容：
1)   应核查感知节点设备接入机制设计文档是否具有防止非法系统、 终端设备下发指令的设计内容。
2)   应对边界和感知层网络进行渗透测试，测试验证是否不存在非法下发指令的可能。
d)   单元判定：如果 1）和 2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。",,,
